original_smiles,augmented_smiles,augmentation_type,scaffold,split
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)CCCC,FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)CCCC,original,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)CCCC,NC1N(C(=O)[C@@](c2ccc(cc2)OC(F)F)(c2cccc(c2)CCCC)N=1)C,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)CCCC,c1cc(OC(F)F)ccc1[C@]1(C(N(C(=N1)N)C)=O)c1cc(CCCC)ccc1,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)CCCC,c1(OC(F)F)ccc(cc1)[C@]1(c2cccc(c2)CCCC)N=C(N(C1=O)C)N,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)CCCC,C(C)CCc1cc(ccc1)[C@]1(c2ccc(cc2)OC(F)F)C(=O)N(C)C(N)=N1,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)CCCC,CCCCc1cccc([C@]2(c3ccc(cc3)OC(F)F)C(=O)N(C(N)=N2)C)c1,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)CCCC,CCCCc1cccc([C@@]2(c3ccc(OC(F)F)cc3)NC(=N)N(C)C2=O)c1,tautomer,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)CCCC,CCCCc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,tautomer,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)C\C=C\c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,FC(F)C\C=C\c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,original,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)C\C=C\c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,c1cc(OC(F)F)ccc1[C@@]1(c2cc(/C=C/CC(F)F)ccc2)C(N(C(N)=N1)C)=O,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)C\C=C\c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,c1c(cc(/C=C/CC(F)F)cc1)[C@]1(N=C(N(C)C1=O)N)c1ccc(cc1)OC(F)F,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)C\C=C\c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,c1(ccc([C@]2(C(=O)N(C)C(N)=N2)c2cc(ccc2)/C=C/CC(F)F)cc1)OC(F)F,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)C\C=C\c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,O=C1N(C(=N[C@]1(c1ccc(OC(F)F)cc1)c1cccc(c1)/C=C/CC(F)F)N)C,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)C\C=C\c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,c1cc([C@]2(c3cccc(/C=C/CC(F)F)c3)N=C(N(C2=O)C)N)ccc1OC(F)F,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)C\C=C\c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(/C=C/CC(F)F)c2)N=C1N,tautomer,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)C\C=C\c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,CN1C(=N)N[C@](c2ccc(OC(F)F)cc2)(c2cccc(/C=C/CC(F)F)c2)C1=O,tautomer,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)C#CCCC,FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)C#CCCC,original,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)C#CCCC,c1ccc(cc1C#CCCC)[C@@]1(c2ccc(cc2)OC(F)F)N=C(N)N(C1=O)C,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)C#CCCC,c1c(C#CCCC)cccc1[C@]1(N=C(N(C)C1=O)N)c1ccc(cc1)OC(F)F,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)C#CCCC,c1c(cccc1C#CCCC)[C@@]1(c2ccc(OC(F)F)cc2)N=C(N)N(C)C1=O,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)C#CCCC,c1(cc(C#CCCC)ccc1)[C@]1(c2ccc(cc2)OC(F)F)C(=O)N(C)C(=N1)N,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)C#CCCC,[C@]1(c2cccc(c2)C#CCCC)(c2ccc(OC(F)F)cc2)N=C(N(C)C1=O)N,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)C#CCCC,CCCC#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,tautomer,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)C#CCCC,CCCC#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)NC(=N)N(C)C2=O)c1,tautomer,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)COc1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,FC(F)COc1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,original,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)COc1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,N1(C(=O)[C@@](c2cc(ccc2)OCC(F)F)(N=C1N)c1ccc(cc1)OC(F)F)C,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)COc1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,c1c([C@]2(C(=O)N(C(N)=N2)C)c2cccc(OCC(F)F)c2)ccc(OC(F)F)c1,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)COc1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,c1c([C@]2(c3ccc(OC(F)F)cc3)C(=O)N(C(N)=N2)C)cccc1OCC(F)F,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)COc1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,CN1C([C@@](c2cc(OCC(F)F)ccc2)(N=C1N)c1ccc(cc1)OC(F)F)=O,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)COc1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,N1(C(N)=N[C@](C1=O)(c1ccc(OC(F)F)cc1)c1cccc(c1)OCC(F)F)C,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)COc1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(OCC(F)F)c2)N=C1N,tautomer,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)COc1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,CN1C(=N)N[C@](c2ccc(OC(F)F)cc2)(c2cccc(OCC(F)F)c2)C1=O,tautomer,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
Fc1ccc(cc1OCC\C=C(\F)/F)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,Fc1ccc(cc1OCC\C=C(\F)/F)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,original,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
Fc1ccc(cc1OCC\C=C(\F)/F)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,FC(=CCCOc1c(ccc([C@@]2(C(=O)N(C(N)=N2)C)c2ccc(OC(F)F)cc2)c1)F)F,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
Fc1ccc(cc1OCC\C=C(\F)/F)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,c1cc([C@@]2(c3cc(OCCC=C(F)F)c(F)cc3)C(N(C)C(=N2)N)=O)ccc1OC(F)F,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
Fc1ccc(cc1OCC\C=C(\F)/F)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,C1([C@](c2ccc(cc2)OC(F)F)(N=C(N1C)N)c1cc(c(cc1)F)OCCC=C(F)F)=O,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
Fc1ccc(cc1OCC\C=C(\F)/F)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,C(CC=C(F)F)Oc1c(ccc(c1)[C@]1(N=C(N)N(C)C1=O)c1ccc(cc1)OC(F)F)F,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
Fc1ccc(cc1OCC\C=C(\F)/F)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,C(CC=C(F)F)Oc1c(F)ccc(c1)[C@@]1(C(=O)N(C(N)=N1)C)c1ccc(cc1)OC(F)F,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
Fc1ccc(cc1OCC\C=C(\F)/F)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,CN1C(=N)N[C@](c2ccc(OC(F)F)cc2)(c2ccc(F)c(OCCC=C(F)F)c2)C1=O,tautomer,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
Fc1ccc(cc1OCC\C=C(\F)/F)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)F)cc1,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2ccc(F)c(OCCC=C(F)F)c2)N=C1N,tautomer,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(OCC\C=C(\F)/F)ccc1,FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(OCC\C=C(\F)/F)ccc1,original,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(OCC\C=C(\F)/F)ccc1,C1(N(C)C(=N[C@@]1(c1cc(ccc1)OCCC=C(F)F)c1ccc(OC(F)F)cc1)N)=O,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(OCC\C=C(\F)/F)ccc1,N1[C@](c2cccc(OCCC=C(F)F)c2)(C(N(C)C=1N)=O)c1ccc(cc1)OC(F)F,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(OCC\C=C(\F)/F)ccc1,c1([C@]2(c3ccc(OC(F)F)cc3)C(N(C)C(=N2)N)=O)cccc(c1)OCCC=C(F)F,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(OCC\C=C(\F)/F)ccc1,O=C1N(C)C(=N[C@@]1(c1cccc(c1)OCCC=C(F)F)c1ccc(cc1)OC(F)F)N,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(OCC\C=C(\F)/F)ccc1,FC(F)=CCCOc1cccc(c1)[C@@]1(C(N(C(=N1)N)C)=O)c1ccc(cc1)OC(F)F,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(OCC\C=C(\F)/F)ccc1,CN1C(=N)N[C@](c2ccc(OC(F)F)cc2)(c2cccc(OCCC=C(F)F)c2)C1=O,tautomer,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(OCC\C=C(\F)/F)ccc1,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(OCCC=C(F)F)c2)N=C1N,tautomer,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
Fc1ccc(cc1C#CCCC)[C@]1(N=C(N)N(C)C1=O)c1cc(C)c(OC(F)F)cc1,Fc1ccc(cc1C#CCCC)[C@]1(N=C(N)N(C)C1=O)c1cc(C)c(OC(F)F)cc1,original,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
Fc1ccc(cc1C#CCCC)[C@]1(N=C(N)N(C)C1=O)c1cc(C)c(OC(F)F)cc1,NC1N(C(=O)[C@](c2cc(C#CCCC)c(F)cc2)(c2ccc(OC(F)F)c(c2)C)N=1)C,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
Fc1ccc(cc1C#CCCC)[C@]1(N=C(N)N(C)C1=O)c1cc(C)c(OC(F)F)cc1,N1(C)C([C@@](c2cc(C#CCCC)c(cc2)F)(N=C1N)c1ccc(c(c1)C)OC(F)F)=O,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
Fc1ccc(cc1C#CCCC)[C@]1(N=C(N)N(C)C1=O)c1cc(C)c(OC(F)F)cc1,N1(C(N)=N[C@@](c2cc(C#CCCC)c(F)cc2)(c2cc(c(cc2)OC(F)F)C)C1=O)C,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
Fc1ccc(cc1C#CCCC)[C@]1(N=C(N)N(C)C1=O)c1cc(C)c(OC(F)F)cc1,C(#CCCC)c1c(F)ccc([C@@]2(c3ccc(OC(F)F)c(C)c3)N=C(N)N(C2=O)C)c1,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
Fc1ccc(cc1C#CCCC)[C@]1(N=C(N)N(C)C1=O)c1cc(C)c(OC(F)F)cc1,NC1N(C([C@](N=1)(c1ccc(F)c(c1)C#CCCC)c1ccc(c(C)c1)OC(F)F)=O)C,random_smiles,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
Fc1ccc(cc1C#CCCC)[C@]1(N=C(N)N(C)C1=O)c1cc(C)c(OC(F)F)cc1,CCCC#Cc1cc([C@@]2(c3ccc(OC(F)F)c(C)c3)N=C(N)N(C)C2=O)ccc1F,tautomer,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
Fc1ccc(cc1C#CCCC)[C@]1(N=C(N)N(C)C1=O)c1cc(C)c(OC(F)F)cc1,CCCC#Cc1cc([C@@]2(c3ccc(OC(F)F)c(C)c3)NC(=N)N(C)C2=O)ccc1F,tautomer,O=C1NC=NC1(c1ccccc1)c1ccccc1,train
Fc1cc(cc(F)c1)C[C@H](NC(=O)c1c2cccnc2n(c1)C(=O)N1CCCC[C@@H]1COC)[C@H](O)C[NH2+]Cc1cc(OC)ccc1,Fc1cc(cc(F)c1)C[C@H](NC(=O)c1c2cccnc2n(c1)C(=O)N1CCCC[C@@H]1COC)[C@H](O)C[NH2+]Cc1cc(OC)ccc1,original,O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cn(C(=O)N2CCCCC2)c2ncccc12,train
Fc1cc(cc(F)c1)C[C@H](NC(=O)c1c2cccnc2n(c1)C(=O)N1CCCC[C@@H]1COC)[C@H](O)C[NH2+]Cc1cc(OC)ccc1,c1(C[C@@H]([C@H](O)C[NH2+]Cc2cccc(OC)c2)NC(c2c3cccnc3n(C(N3CCCC[C@@H]3COC)=O)c2)=O)cc(F)cc(F)c1,random_smiles,O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cn(C(=O)N2CCCCC2)c2ncccc12,train
Fc1cc(cc(F)c1)C[C@H](NC(=O)c1c2cccnc2n(c1)C(=O)N1CCCC[C@@H]1COC)[C@H](O)C[NH2+]Cc1cc(OC)ccc1,C1CN([C@H](CC1)COC)C(=O)n1c2ncccc2c(c1)C(N[C@H]([C@@H](C[NH2+]Cc1cc(OC)ccc1)O)Cc1cc(cc(F)c1)F)=O,random_smiles,O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cn(C(=O)N2CCCCC2)c2ncccc12,train
Fc1cc(cc(F)c1)C[C@H](NC(=O)c1c2cccnc2n(c1)C(=O)N1CCCC[C@@H]1COC)[C@H](O)C[NH2+]Cc1cc(OC)ccc1,c1(cccc(OC)c1)C[NH2+]C[C@@H](O)[C@@H](NC(=O)c1cn(c2ncccc12)C(N1[C@@H](COC)CCCC1)=O)Cc1cc(F)cc(c1)F,random_smiles,O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cn(C(=O)N2CCCCC2)c2ncccc12,train
Fc1cc(cc(F)c1)C[C@H](NC(=O)c1c2cccnc2n(c1)C(=O)N1CCCC[C@@H]1COC)[C@H](O)C[NH2+]Cc1cc(OC)ccc1,c1(C[NH2+]C[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cn(c3ncccc32)C(N2[C@H](CCCC2)COC)=O)cccc(OC)c1,random_smiles,O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cn(C(=O)N2CCCCC2)c2ncccc12,train
Fc1cc(cc(F)c1)C[C@H](NC(=O)c1c2cccnc2n(c1)C(=O)N1CCCC[C@@H]1COC)[C@H](O)C[NH2+]Cc1cc(OC)ccc1,C(c1cc(F)cc(c1)F)[C@@H]([C@H](O)C[NH2+]Cc1cc(OC)ccc1)NC(c1c2cccnc2n(C(=O)N2CCCC[C@@H]2COC)c1)=O,random_smiles,O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cn(C(=O)N2CCCCC2)c2ncccc12,train
Fc1cc(cc(F)c1)C[C@H](NC(=O)c1c2cccnc2n(c1)C(=O)N1CCCC[C@@H]1COC)[C@H](O)C[NH2+]Cc1cc(OC)ccc1,COC[C@H]1CCCCN1C(=O)n1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)c2cccnc21,tautomer,O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cn(C(=O)N2CCCCC2)c2ncccc12,train
Fc1cc(cc(F)c1)C[C@H](NC(=O)c1c2cccnc2n(c1)C(=O)N1CCCC[C@@H]1COC)[C@H](O)C[NH2+]Cc1cc(OC)ccc1,COC[C@H]1CCCCN1C(=O)n1cc(C(O)=N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)c2cccnc21,tautomer,O=C(N[C@H](CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1cn(C(=O)N2CCCCC2)c2ncccc12,train
Clc1cc2c(n(cc2C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cc(OC)ccc2)C(=O)N(CCCC)C)cc1,Clc1cc2c(n(cc2C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cc(OC)ccc2)C(=O)N(CCCC)C)cc1,original,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1c[nH]c2ccccc12,train
Clc1cc2c(n(cc2C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cc(OC)ccc2)C(=O)N(CCCC)C)cc1,c1(F)cc(cc(CC(NC(=O)c2c3c(ccc(Cl)c3)n(C(=O)N(CCCC)C)c2)C(O)C[NH2+]Cc2cc(ccc2)OC)c1)F,random_smiles,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1c[nH]c2ccccc12,train
Clc1cc2c(n(cc2C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cc(OC)ccc2)C(=O)N(CCCC)C)cc1,COc1cccc(C[NH2+]CC(C(NC(c2c3cc(Cl)ccc3n(c2)C(=O)N(C)CCCC)=O)Cc2cc(F)cc(F)c2)O)c1,random_smiles,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1c[nH]c2ccccc12,train
Clc1cc2c(n(cc2C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cc(OC)ccc2)C(=O)N(CCCC)C)cc1,c1c(cc(cc1F)F)CC(NC(c1c2c(ccc(c2)Cl)n(c1)C(=O)N(CCCC)C)=O)C(C[NH2+]Cc1cccc(OC)c1)O,random_smiles,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1c[nH]c2ccccc12,train
Clc1cc2c(n(cc2C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cc(OC)ccc2)C(=O)N(CCCC)C)cc1,c1(c2c(ccc(c2)Cl)n(c1)C(N(C)CCCC)=O)C(=O)NC(Cc1cc(cc(F)c1)F)C(O)C[NH2+]Cc1cc(ccc1)OC,random_smiles,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1c[nH]c2ccccc12,train
Clc1cc2c(n(cc2C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cc(OC)ccc2)C(=O)N(CCCC)C)cc1,c12ccc(cc2c(C(=O)NC(Cc2cc(F)cc(c2)F)C(O)C[NH2+]Cc2cccc(OC)c2)cn1C(N(CCCC)C)=O)Cl,random_smiles,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1c[nH]c2ccccc12,train
Clc1cc2c(n(cc2C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cc(OC)ccc2)C(=O)N(CCCC)C)cc1,CCCCN(C)C(=O)n1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c2cc(Cl)ccc21,tautomer,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1c[nH]c2ccccc12,train
Clc1cc2c(n(cc2C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cc(OC)ccc2)C(=O)N(CCCC)C)cc1,CCCCN(C)C(=O)n1cc(C(O)=NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c2cc(Cl)ccc21,tautomer,O=C(NC(CC[NH2+]Cc1ccccc1)Cc1ccccc1)c1c[nH]c2ccccc12,train
O=C1N(C)C(=NC1(c1cc(ccc1)-c1cncnc1)c1cn(nc1)CC(C)C)N,O=C1N(C)C(=NC1(c1cc(ccc1)-c1cncnc1)c1cn(nc1)CC(C)C)N,original,O=C1NC=NC1(c1cn[nH]c1)c1cccc(-c2cncnc2)c1,train
O=C1N(C)C(=NC1(c1cc(ccc1)-c1cncnc1)c1cn(nc1)CC(C)C)N,n1n(CC(C)C)cc(c1)C1(C(=O)N(C)C(N)=N1)c1cc(-c2cncnc2)ccc1,random_smiles,O=C1NC=NC1(c1cn[nH]c1)c1cccc(-c2cncnc2)c1,train
O=C1N(C)C(=NC1(c1cc(ccc1)-c1cncnc1)c1cn(nc1)CC(C)C)N,c1(C2(C(N(C)C(=N2)N)=O)c2cnn(CC(C)C)c2)cccc(-c2cncnc2)c1,random_smiles,O=C1NC=NC1(c1cn[nH]c1)c1cccc(-c2cncnc2)c1,train
O=C1N(C)C(=NC1(c1cc(ccc1)-c1cncnc1)c1cn(nc1)CC(C)C)N,O=C1C(N=C(N1C)N)(c1cccc(-c2cncnc2)c1)c1cnn(CC(C)C)c1,random_smiles,O=C1NC=NC1(c1cn[nH]c1)c1cccc(-c2cncnc2)c1,train
O=C1N(C)C(=NC1(c1cc(ccc1)-c1cncnc1)c1cn(nc1)CC(C)C)N,C(C(C)C)n1cc(cn1)C1(C(=O)N(C(=N1)N)C)c1cc(ccc1)-c1cncnc1,random_smiles,O=C1NC=NC1(c1cn[nH]c1)c1cccc(-c2cncnc2)c1,train
O=C1N(C)C(=NC1(c1cc(ccc1)-c1cncnc1)c1cn(nc1)CC(C)C)N,c1ccc(-c2cncnc2)cc1C1(c2cn(nc2)CC(C)C)N=C(N(C)C1=O)N,random_smiles,O=C1NC=NC1(c1cn[nH]c1)c1cccc(-c2cncnc2)c1,train
O=C1N(C)C(=NC1(c1cc(ccc1)-c1cncnc1)c1cn(nc1)CC(C)C)N,CC(C)Cn1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cn1,tautomer,O=C1NC=NC1(c1cn[nH]c1)c1cccc(-c2cncnc2)c1,train
O=C1N(C)C(=NC1(c1cc(ccc1)-c1cncnc1)c1cn(nc1)CC(C)C)N,CC(C)Cn1cc(C2(c3cccc(-c4cncnc4)c3)NC(=N)N(C)C2=O)cn1,tautomer,O=C1NC=NC1(c1cn[nH]c1)c1cccc(-c2cncnc2)c1,train
O=C1N(C)C(=NC1(c1cc(ccc1)-c1cncnc1)c1cn(nc1)CCC(C)C)N,O=C1N(C)C(=NC1(c1cc(ccc1)-c1cncnc1)c1cn(nc1)CCC(C)C)N,original,O=C1NC=NC1(c1cn[nH]c1)c1cccc(-c2cncnc2)c1,train
O=C1N(C)C(=NC1(c1cc(ccc1)-c1cncnc1)c1cn(nc1)CCC(C)C)N,c1ccc(C2(C(N(C(N)=N2)C)=O)c2cn(nc2)CCC(C)C)cc1-c1cncnc1,random_smiles,O=C1NC=NC1(c1cn[nH]c1)c1cccc(-c2cncnc2)c1,train
O=C1N(C)C(=NC1(c1cc(ccc1)-c1cncnc1)c1cn(nc1)CCC(C)C)N,c1ncncc1-c1cc(C2(c3cnn(CCC(C)C)c3)N=C(N)N(C2=O)C)ccc1,random_smiles,O=C1NC=NC1(c1cn[nH]c1)c1cccc(-c2cncnc2)c1,train
